,DATE,HourlyWindSpeed,HourlyPrecipitation
9524,2013-11-02 03:51:00,3.0,0.0
9525,2013-11-02 04:51:00,5.0,0.0
9526,2013-11-02 05:51:00,3.0,0.0
9527,2013-11-02 06:51:00,5.0,0.0
9528,2013-11-02 07:51:00,3.0,0.0
9529,2013-11-02 08:51:00,0.0,0.0
9530,2013-11-02 09:51:00,0.0,0.0
9531,2013-11-02 10:51:00,5.0,0.0
9532,2013-11-02 11:51:00,5.0,0.0
9533,2013-11-02 12:51:00,3.0,0.0
9535,2013-11-02 14:51:00,0.0,0.0
9536,2013-11-02 15:51:00,8.0,0.0
9537,2013-11-02 16:51:00,8.0,0.0
9538,2013-11-02 17:51:00,6.0,0.0
9540,2013-11-02 19:51:00,7.0,0.0
9541,2013-11-02 20:51:00,0.0,0.0
9542,2013-11-02 21:51:00,6.0,0.0
9543,2013-11-02 22:51:00,3.0,0.0
9544,2013-11-02 23:51:00,3.0,0.0
9546,2013-11-03 00:51:00,6.0,0.0
9547,2013-11-03 01:51:00,0.0,0.0
9548,2013-11-03 02:51:00,3.0,0.0
9549,2013-11-03 03:51:00,7.0,0.0
9550,2013-11-03 04:51:00,6.0,0.0
9551,2013-11-03 05:51:00,7.0,0.0
9553,2013-11-03 07:51:00,10.0,0.0
9554,2013-11-03 08:51:00,10.0,0.0
9555,2013-11-03 09:51:00,5.0,0.0
9556,2013-11-03 10:51:00,6.0,0.0
9557,2013-11-03 11:51:00,7.0,0.0
9558,2013-11-03 12:51:00,10.0,0.0
9559,2013-11-03 13:51:00,6.0,0.0
9561,2013-11-03 15:51:00,6.0,0.0
9562,2013-11-03 16:51:00,7.0,0.0
9563,2013-11-03 17:51:00,13.0,0.0
9564,2013-11-03 18:51:00,6.0,0.0
9565,2013-11-03 19:51:00,5.0,0.0
9566,2013-11-03 20:51:00,6.0,0.0
9567,2013-11-03 21:51:00,7.0,0.0
9568,2013-11-03 22:51:00,0.0,0.0
9569,2013-11-03 23:51:00,6.0,0.0
9571,2013-11-04 00:51:00,7.0,0.0
9572,2013-11-04 01:51:00,10.0,0.0
9573,2013-11-04 02:51:00,8.0,0.0
9574,2013-11-04 03:51:00,8.0,0.0
9575,2013-11-04 04:51:00,7.0,0.0
9576,2013-11-04 05:51:00,10.0,0.0
9577,2013-11-04 06:51:00,14.0,0.0
9578,2013-11-04 07:51:00,9.0,0.0
9579,2013-11-04 08:51:00,7.0,0.0
9580,2013-11-04 09:51:00,10.0,0.0
9581,2013-11-04 10:51:00,5.0,0.0
9582,2013-11-04 11:51:00,6.0,0.0
9583,2013-11-04 12:51:00,6.0,0.0
9584,2013-11-04 13:51:00,7.0,0.0
9585,2013-11-04 14:51:00,3.0,0.0
9586,2013-11-04 15:51:00,0.0,0.0
9587,2013-11-04 16:51:00,5.0,0.0
9588,2013-11-04 17:51:00,6.0,0.0
9589,2013-11-04 18:51:00,6.0,0.0
9590,2013-11-04 19:51:00,5.0,0.0
9591,2013-11-04 20:51:00,5.0,0.0
9592,2013-11-04 21:51:00,7.0,0.0
9593,2013-11-04 22:51:00,0.0,0.0
9594,2013-11-04 23:51:00,5.0,0.0
9596,2013-11-05 00:51:00,3.0,0.0
9597,2013-11-05 01:51:00,6.0,0.0
9598,2013-11-05 02:51:00,5.0,0.0
9599,2013-11-05 03:51:00,5.0,0.0
9600,2013-11-05 04:51:00,5.0,0.0
9601,2013-11-05 05:51:00,7.0,0.0
9602,2013-11-05 06:51:00,6.0,0.0
9603,2013-11-05 07:51:00,5.0,0.0
9604,2013-11-05 08:51:00,3.0,0.0
9605,2013-11-05 09:51:00,6.0,0.0
9607,2013-11-05 11:51:00,6.0,0.0
9608,2013-11-05 12:51:00,5.0,0.0
9609,2013-11-05 13:51:00,5.0,0.0
9611,2013-11-05 15:51:00,3.0,0.0
9612,2013-11-05 16:51:00,3.0,0.0
9613,2013-11-05 17:51:00,0.0,0.0
9614,2013-11-05 18:51:00,5.0,0.0
9615,2013-11-05 19:51:00,3.0,0.0
9616,2013-11-05 20:51:00,0.0,0.0
9617,2013-11-05 21:51:00,0.0,0.0
9618,2013-11-05 22:51:00,5.0,0.0
9619,2013-11-05 23:51:00,6.0,0.0
9621,2013-11-06 00:51:00,5.0,0.0
9622,2013-11-06 01:51:00,3.0,0.0
9623,2013-11-06 02:51:00,0.0,0.0
9626,2013-11-06 03:51:00,0.0,0.0
9627,2013-11-06 04:51:00,0.0,0.0
9628,2013-11-06 05:51:00,3.0,0.0
9629,2013-11-06 06:51:00,3.0,0.0
9630,2013-11-06 07:51:00,3.0,0.0
9633,2013-11-06 10:51:00,5.0,0.0
9634,2013-11-06 11:51:00,7.0,0.0
9635,2013-11-06 12:51:00,5.0,0.0
9636,2013-11-06 13:51:00,5.0,0.0
9637,2013-11-06 14:51:00,0.0,0.0
9638,2013-11-06 15:51:00,7.0,0.0
9639,2013-11-06 16:51:00,6.0,0.0
9640,2013-11-06 17:51:00,7.0,0.0
9641,2013-11-06 18:51:00,3.0,0.0
9642,2013-11-06 19:51:00,6.0,0.0
9643,2013-11-06 20:51:00,6.0,0.0
9644,2013-11-06 21:51:00,3.0,0.0
9645,2013-11-06 22:51:00,0.0,0.0
9646,2013-11-06 23:51:00,0.0,0.0
9649,2013-11-07 00:51:00,3.0,0.0
9650,2013-11-07 01:51:00,5.0,0.0
9652,2013-11-07 02:51:00,5.0,0.0
9653,2013-11-07 03:51:00,7.0,0.0
9654,2013-11-07 04:51:00,7.0,0.0
9655,2013-11-07 05:51:00,6.0,0.0
9659,2013-11-07 06:51:00,5.0,0.0
9660,2013-11-07 07:51:00,0.0,0.0
9664,2013-11-07 09:51:00,7.0,0.0
9667,2013-11-07 11:23:00,8.0,0.02
9669,2013-11-07 11:51:00,0.0,0.04
9670,2013-11-07 11:58:00,6.0,0.01
9672,2013-11-07 13:51:00,8.0,0.05
9673,2013-11-07 14:03:00,6.0,0.05
9674,2013-11-07 14:06:00,3.0,0.05
9675,2013-11-07 14:17:00,7.0,0.06
9676,2013-11-07 14:51:00,8.0,0.04
9681,2013-11-07 17:51:00,8.0,0.0
9682,2013-11-07 18:51:00,8.0,0.0
9683,2013-11-07 19:51:00,11.0,0.0
9684,2013-11-07 20:51:00,9.0,0.0
9685,2013-11-07 21:51:00,3.0,0.0
9686,2013-11-07 22:51:00,7.0,0.0
9687,2013-11-07 23:51:00,7.0,0.0
9689,2013-11-08 00:51:00,10.0,0.0
9690,2013-11-08 01:51:00,8.0,0.0
9691,2013-11-08 02:51:00,6.0,0.0
9692,2013-11-08 03:51:00,7.0,0.0
9693,2013-11-08 04:51:00,7.0,0.0
9694,2013-11-08 05:51:00,8.0,0.0
9695,2013-11-08 06:51:00,8.0,0.0
9696,2013-11-08 07:51:00,6.0,0.0
9697,2013-11-08 08:51:00,10.0,0.0
9698,2013-11-08 09:51:00,8.0,0.0
9699,2013-11-08 10:51:00,9.0,0.0
9700,2013-11-08 11:51:00,9.0,0.0
9701,2013-11-08 12:51:00,11.0,0.0
9702,2013-11-08 13:51:00,9.0,0.0
9703,2013-11-08 14:51:00,11.0,0.0
9704,2013-11-08 15:51:00,9.0,0.0
9705,2013-11-08 16:51:00,6.0,0.0
9706,2013-11-08 17:51:00,11.0,0.0
9707,2013-11-08 18:51:00,9.0,0.0
9708,2013-11-08 19:51:00,9.0,0.0
9709,2013-11-08 20:51:00,9.0,0.0
9710,2013-11-08 21:51:00,10.0,0.0
9711,2013-11-08 22:51:00,9.0,0.0
9714,2013-11-09 00:51:00,3.0,0.0
9715,2013-11-09 01:51:00,9.0,0.0
9716,2013-11-09 02:51:00,7.0,0.0
9717,2013-11-09 03:51:00,7.0,0.0
9718,2013-11-09 04:51:00,5.0,0.0
9719,2013-11-09 05:51:00,6.0,0.0
9720,2013-11-09 06:51:00,7.0,0.0
9721,2013-11-09 07:51:00,5.0,0.0
9722,2013-11-09 08:51:00,6.0,0.0
9723,2013-11-09 09:51:00,6.0,0.0
9724,2013-11-09 10:51:00,5.0,0.0
9725,2013-11-09 11:51:00,3.0,0.0
9726,2013-11-09 12:51:00,6.0,0.0
9727,2013-11-09 13:51:00,3.0,0.0
9728,2013-11-09 14:51:00,0.0,0.0
9729,2013-11-09 15:51:00,0.0,0.0
9731,2013-11-09 17:51:00,0.0,0.0
9732,2013-11-09 18:51:00,6.0,0.0
9733,2013-11-09 19:51:00,6.0,0.0
9734,2013-11-09 20:51:00,3.0,0.0
9735,2013-11-09 21:51:00,9.0,0.0
9736,2013-11-09 22:51:00,6.0,0.0
9737,2013-11-09 23:51:00,8.0,0.0
9739,2013-11-10 00:51:00,10.0,0.0
9740,2013-11-10 01:51:00,6.0,0.0
9741,2013-11-10 02:51:00,9.0,0.0
9742,2013-11-10 03:51:00,9.0,0.0
9743,2013-11-10 04:51:00,5.0,0.0
9744,2013-11-10 05:51:00,7.0,0.0
9745,2013-11-10 06:51:00,3.0,0.0
9746,2013-11-10 07:51:00,5.0,0.0
9747,2013-11-10 08:51:00,5.0,0.0
9748,2013-11-10 09:51:00,7.0,0.0
9749,2013-11-10 10:51:00,5.0,0.0
9750,2013-11-10 11:51:00,6.0,0.0
9752,2013-11-10 13:51:00,9.0,0.0
9754,2013-11-10 15:51:00,6.0,0.0
9755,2013-11-10 16:51:00,6.0,0.0
9756,2013-11-10 17:51:00,9.0,0.0
9757,2013-11-10 18:51:00,8.0,0.0
9758,2013-11-10 19:51:00,13.0,0.0
9759,2013-11-10 20:51:00,9.0,0.0
9760,2013-11-10 21:51:00,11.0,0.0
9761,2013-11-10 22:51:00,9.0,0.0
9762,2013-11-10 23:51:00,8.0,0.0
9764,2013-11-11 00:51:00,9.0,0.0
9765,2013-11-11 01:51:00,7.0,0.0
9766,2013-11-11 02:51:00,13.0,0.0
9767,2013-11-11 03:51:00,11.0,0.0
9768,2013-11-11 04:51:00,8.0,0.0
9769,2013-11-11 05:51:00,5.0,0.0
9770,2013-11-11 06:51:00,6.0,0.0
9771,2013-11-11 07:51:00,7.0,0.0
9772,2013-11-11 08:51:00,5.0,0.0
9773,2013-11-11 09:51:00,0.0,0.0
9774,2013-11-11 10:51:00,6.0,0.0
9775,2013-11-11 11:51:00,5.0,0.0
9776,2013-11-11 12:51:00,6.0,0.0
9778,2013-11-11 14:51:00,6.0,0.0
9779,2013-11-11 15:51:00,7.0,0.0
9781,2013-11-11 17:51:00,7.0,0.0
9783,2013-11-11 19:51:00,8.0,0.0
9784,2013-11-11 20:51:00,0.0,0.0
9785,2013-11-11 21:51:00,7.0,0.0
9786,2013-11-11 22:51:00,7.0,0.0
9789,2013-11-12 00:51:00,6.0,0.0
9790,2013-11-12 01:51:00,5.0,0.0
9791,2013-11-12 02:51:00,0.0,0.0
9792,2013-11-12 03:51:00,3.0,0.0
9793,2013-11-12 04:51:00,10.0,0.0
9795,2013-11-12 06:32:00,3.0,0.01
9797,2013-11-12 07:26:00,7.0,0.01
9798,2013-11-12 07:34:00,7.0,0.01
9799,2013-11-12 07:46:00,13.0,0.01
9805,2013-11-12 09:51:00,5.0,0.0
9806,2013-11-12 10:51:00,6.0,0.0
9807,2013-11-12 11:51:00,0.0,0.0
9809,2013-11-12 13:51:00,13.0,0.0
9811,2013-11-12 15:51:00,8.0,0.0
9812,2013-11-12 16:51:00,8.0,0.0
9814,2013-11-12 18:51:00,6.0,0.0
9815,2013-11-12 19:51:00,3.0,0.0
9816,2013-11-12 20:51:00,6.0,0.0
9817,2013-11-12 21:51:00,9.0,0.0
9818,2013-11-12 22:51:00,9.0,0.0
9821,2013-11-13 00:51:00,8.0,0.0
9822,2013-11-13 01:51:00,7.0,0.0
9823,2013-11-13 02:51:00,5.0,0.0
9824,2013-11-13 03:51:00,7.0,0.0
9825,2013-11-13 04:51:00,6.0,0.0
9826,2013-11-13 05:51:00,5.0,0.0
9827,2013-11-13 06:51:00,3.0,0.0
9828,2013-11-13 07:51:00,6.0,0.0
9829,2013-11-13 08:51:00,5.0,0.0
9830,2013-11-13 09:51:00,5.0,0.0
9831,2013-11-13 10:51:00,6.0,0.0
9832,2013-11-13 11:51:00,11.0,0.0
9834,2013-11-13 13:51:00,3.0,0.0
9835,2013-11-13 14:51:00,10.0,0.0
9836,2013-11-13 15:51:00,10.0,0.0
9837,2013-11-13 16:51:00,8.0,0.0
9838,2013-11-13 17:51:00,5.0,0.0
9839,2013-11-13 18:51:00,6.0,0.0
9840,2013-11-13 19:51:00,5.0,0.0
9841,2013-11-13 20:51:00,6.0,0.0
9842,2013-11-13 21:51:00,0.0,0.0
9843,2013-11-13 22:51:00,8.0,0.0
9844,2013-11-13 23:51:00,3.0,0.0
9846,2013-11-14 00:51:00,7.0,0.0
9847,2013-11-14 01:51:00,5.0,0.0
9848,2013-11-14 02:51:00,6.0,0.0
9849,2013-11-14 03:51:00,8.0,0.0
9850,2013-11-14 04:51:00,6.0,0.0
9851,2013-11-14 05:51:00,7.0,0.0
9852,2013-11-14 06:51:00,6.0,0.0
9853,2013-11-14 07:51:00,15.0,0.0
9854,2013-11-14 08:51:00,10.0,0.0
9855,2013-11-14 09:51:00,10.0,0.0
9856,2013-11-14 10:51:00,13.0,0.0
9857,2013-11-14 11:51:00,8.0,0.0
9858,2013-11-14 12:51:00,8.0,0.0
9859,2013-11-14 13:51:00,8.0,0.0
9860,2013-11-14 14:51:00,8.0,0.0
9861,2013-11-14 15:51:00,9.0,0.0
9863,2013-11-14 17:51:00,6.0,0.0
9865,2013-11-14 19:51:00,9.0,0.0
9866,2013-11-14 20:51:00,9.0,0.0
9867,2013-11-14 21:51:00,6.0,0.0
9869,2013-11-14 23:51:00,6.0,0.0
9871,2013-11-15 00:51:00,7.0,0.0
9872,2013-11-15 01:51:00,8.0,0.0
9873,2013-11-15 02:51:00,5.0,0.0
9874,2013-11-15 03:51:00,3.0,0.0
9875,2013-11-15 04:51:00,0.0,0.0
9876,2013-11-15 05:51:00,9.0,0.0
9877,2013-11-15 06:51:00,0.0,0.0
9878,2013-11-15 07:51:00,0.0,0.0
9879,2013-11-15 08:51:00,6.0,0.0
9880,2013-11-15 09:51:00,3.0,0.0
9881,2013-11-15 10:51:00,0.0,0.0
9882,2013-11-15 11:51:00,3.0,0.0
9883,2013-11-15 12:51:00,3.0,0.0
9884,2013-11-15 13:51:00,3.0,0.0
9885,2013-11-15 14:51:00,6.0,0.0
9886,2013-11-15 15:51:00,3.0,0.0
9887,2013-11-15 16:51:00,3.0,0.0
9888,2013-11-15 17:51:00,6.0,0.0
9889,2013-11-15 18:51:00,7.0,0.0
9890,2013-11-15 19:51:00,6.0,0.0
9891,2013-11-15 20:51:00,7.0,0.0
9893,2013-11-15 22:51:00,10.0,0.0
9894,2013-11-15 23:51:00,7.0,0.0
9896,2013-11-16 00:51:00,9.0,0.0
9897,2013-11-16 01:51:00,7.0,0.0
9898,2013-11-16 02:51:00,3.0,0.0
9899,2013-11-16 03:51:00,3.0,0.0
9900,2013-11-16 04:51:00,5.0,0.0
9901,2013-11-16 05:51:00,0.0,0.02
9902,2013-11-16 06:51:00,0.0,0.02
9903,2013-11-16 07:51:00,0.0,0.01
9904,2013-11-16 08:51:00,3.0,0.0
9905,2013-11-16 09:51:00,3.0,0.0
9906,2013-11-16 10:51:00,3.0,0.0
9907,2013-11-16 11:51:00,0.0,0.0
9908,2013-11-16 12:51:00,0.0,0.0
9909,2013-11-16 13:51:00,3.0,0.0
9910,2013-11-16 14:51:00,3.0,0.0
9911,2013-11-16 15:51:00,0.0,0.0
9912,2013-11-16 16:51:00,7.0,0.0
9913,2013-11-16 17:51:00,3.0,0.0
9916,2013-11-16 18:51:00,3.0,0.0
9917,2013-11-16 19:51:00,0.0,0.0
9918,2013-11-16 20:51:00,3.0,0.0
9919,2013-11-16 21:51:00,3.0,0.0
9920,2013-11-16 22:51:00,0.0,0.0
9921,2013-11-16 23:51:00,0.0,0.0
9924,2013-11-17 00:51:00,3.0,0.0
9925,2013-11-17 01:51:00,0.0,0.0
9928,2013-11-17 02:51:00,3.0,0.0
9929,2013-11-17 03:51:00,5.0,0.0
9930,2013-11-17 04:51:00,3.0,0.0
9931,2013-11-17 05:51:00,5.0,0.0
9932,2013-11-17 06:51:00,3.0,0.0
9935,2013-11-17 07:51:00,3.0,0.0
9936,2013-11-17 08:51:00,5.0,0.0
9937,2013-11-17 09:51:00,0.0,0.0
9939,2013-11-17 11:16:00,0.0,0.02
9940,2013-11-17 11:28:00,0.0,0.02
9941,2013-11-17 11:44:00,0.0,0.02
9942,2013-11-17 11:51:00,3.0,0.02
9945,2013-11-17 12:51:00,5.0,0.0
9948,2013-11-17 14:51:00,0.0,0.01
9952,2013-11-17 15:51:00,0.0,0.0
9954,2013-11-17 16:51:00,3.0,0.0
9960,2013-11-17 17:51:00,9.0,0.0
9961,2013-11-17 18:51:00,0.0,0.0
9964,2013-11-17 19:51:00,5.0,0.0
9966,2013-11-17 20:51:00,5.0,0.0
9971,2013-11-17 22:51:00,7.0,0.0
9974,2013-11-17 23:51:00,5.0,0.0
9978,2013-11-18 00:51:00,5.0,0.0
9981,2013-11-18 02:51:00,3.0,0.02
9982,2013-11-18 03:07:00,5.0,0.02
9984,2013-11-18 03:51:00,7.0,0.05
9985,2013-11-18 04:03:00,9.0,0.02
9986,2013-11-18 04:14:00,6.0,0.05
9987,2013-11-18 04:16:00,8.0,0.05
9988,2013-11-18 04:35:00,8.0,0.07
9989,2013-11-18 04:49:00,11.0,0.15
9990,2013-11-18 04:51:00,6.0,0.15
9994,2013-11-18 06:51:00,7.0,0.0
9995,2013-11-18 07:51:00,8.0,0.0
9996,2013-11-18 08:51:00,11.0,0.0
9997,2013-11-18 09:51:00,9.0,0.0
9998,2013-11-18 10:51:00,5.0,0.0
10000,2013-11-18 12:51:00,5.0,0.0
10001,2013-11-18 13:51:00,10.0,0.0
10002,2013-11-18 14:51:00,9.0,0.0
10003,2013-11-18 15:51:00,9.0,0.0
10004,2013-11-18 16:51:00,5.0,0.0
10005,2013-11-18 17:51:00,6.0,0.0
10006,2013-11-18 18:51:00,9.0,0.0
10007,2013-11-18 19:51:00,8.0,0.0
10008,2013-11-18 20:51:00,13.0,0.0
10009,2013-11-18 21:51:00,8.0,0.0
10010,2013-11-18 22:51:00,9.0,0.0
10011,2013-11-18 23:51:00,5.0,0.0
10015,2013-11-19 02:51:00,7.0,0.0
10016,2013-11-19 03:51:00,13.0,0.0
10017,2013-11-19 04:51:00,13.0,0.0
10018,2013-11-19 05:51:00,13.0,0.0
10019,2013-11-19 06:51:00,10.0,0.0
10020,2013-11-19 07:51:00,13.0,0.0
10021,2013-11-19 08:51:00,15.0,0.0
10022,2013-11-19 09:51:00,14.0,0.0
10023,2013-11-19 10:51:00,11.0,0.0
10024,2013-11-19 11:51:00,8.0,0.0
10025,2013-11-19 12:51:00,7.0,0.0
10026,2013-11-19 13:51:00,10.0,0.0
10027,2013-11-19 14:51:00,14.0,0.0
10029,2013-11-19 16:51:00,5.0,0.0
10031,2013-11-19 18:51:00,9.0,0.0
10032,2013-11-19 19:51:00,6.0,0.0
10033,2013-11-19 20:51:00,5.0,0.0
10034,2013-11-19 21:51:00,6.0,0.0
10035,2013-11-19 22:51:00,3.0,0.0
10036,2013-11-19 23:51:00,3.0,0.0
10038,2013-11-20 00:51:00,9.0,0.0
10040,2013-11-20 02:51:00,6.0,0.0
10041,2013-11-20 03:51:00,11.0,0.0
10042,2013-11-20 04:51:00,6.0,0.0
10043,2013-11-20 05:51:00,5.0,0.0
10044,2013-11-20 06:51:00,9.0,0.0
10045,2013-11-20 07:51:00,13.0,0.0
10046,2013-11-20 08:51:00,13.0,0.0
10047,2013-11-20 09:51:00,8.0,0.0
10048,2013-11-20 10:51:00,9.0,0.0
10049,2013-11-20 11:51:00,8.0,0.0
10050,2013-11-20 12:51:00,8.0,0.0
10051,2013-11-20 13:51:00,6.0,0.0
10052,2013-11-20 14:51:00,6.0,0.0
10053,2013-11-20 15:51:00,0.0,0.0
10054,2013-11-20 16:51:00,3.0,0.0
10055,2013-11-20 17:51:00,6.0,0.0
10056,2013-11-20 18:51:00,6.0,0.0
10057,2013-11-20 19:51:00,6.0,0.0
10058,2013-11-20 20:51:00,5.0,0.0
10059,2013-11-20 21:51:00,5.0,0.0
10060,2013-11-20 22:51:00,8.0,0.0
10061,2013-11-20 23:51:00,3.0,0.0
10063,2013-11-21 00:51:00,3.0,0.0
10064,2013-11-21 01:51:00,5.0,0.0
10065,2013-11-21 02:51:00,3.0,0.0
10066,2013-11-21 03:51:00,0.0,0.0
10067,2013-11-21 04:51:00,5.0,0.0
10068,2013-11-21 05:51:00,3.0,0.0
10069,2013-11-21 06:51:00,6.0,0.0
10070,2013-11-21 07:51:00,9.0,0.0
10071,2013-11-21 08:51:00,9.0,0.0
10072,2013-11-21 09:51:00,5.0,0.0
10073,2013-11-21 10:51:00,6.0,0.0
10074,2013-11-21 11:51:00,6.0,0.0
10075,2013-11-21 12:51:00,5.0,0.0
10076,2013-11-21 13:51:00,7.0,0.0
10077,2013-11-21 14:51:00,3.0,0.0
10078,2013-11-21 15:51:00,6.0,0.0
10079,2013-11-21 16:51:00,5.0,0.0
10080,2013-11-21 17:51:00,5.0,0.0
10083,2013-11-21 18:51:00,5.0,0.0
10087,2013-11-21 20:51:00,3.0,0.0
10090,2013-11-21 21:51:00,3.0,0.0
10091,2013-11-21 22:51:00,8.0,0.0
10092,2013-11-21 23:51:00,3.0,0.0
10094,2013-11-22 00:51:00,6.0,0.0
10096,2013-11-22 01:51:00,3.0,0.0
10097,2013-11-22 02:51:00,5.0,0.0
10102,2013-11-22 06:21:00,6.0,0.01
10104,2013-11-22 07:51:00,8.0,0.01
10105,2013-11-22 08:37:00,7.0,0.01
10106,2013-11-22 08:51:00,7.0,0.02
10107,2013-11-22 09:47:00,6.0,0.01
10109,2013-11-22 10:51:00,9.0,0.02
10111,2013-11-22 11:51:00,10.0,0.0
10114,2013-11-22 13:51:00,7.0,0.0
10115,2013-11-22 14:51:00,11.0,0.0
10116,2013-11-22 15:51:00,5.0,0.0
10117,2013-11-22 16:51:00,5.0,0.0
10118,2013-11-22 17:51:00,5.0,0.0
10119,2013-11-22 18:51:00,5.0,0.0
10120,2013-11-22 19:51:00,7.0,0.0
10121,2013-11-22 20:51:00,6.0,0.0
10122,2013-11-22 21:51:00,3.0,0.0
10124,2013-11-22 22:51:00,6.0,0.0
10126,2013-11-22 23:51:00,7.0,0.0
10128,2013-11-23 00:51:00,8.0,0.0
10129,2013-11-23 01:51:00,8.0,0.0
10130,2013-11-23 02:51:00,8.0,0.0
10131,2013-11-23 03:51:00,9.0,0.0
10132,2013-11-23 04:51:00,15.0,0.0
10133,2013-11-23 05:51:00,11.0,0.0
10134,2013-11-23 06:51:00,6.0,0.0
10137,2013-11-23 09:51:00,9.0,0.0
10140,2013-11-23 12:51:00,5.0,0.0
10141,2013-11-23 13:51:00,8.0,0.0
10142,2013-11-23 14:51:00,10.0,0.0
10144,2013-11-23 16:51:00,8.0,0.0
10145,2013-11-23 17:51:00,11.0,0.0
10146,2013-11-23 18:51:00,11.0,0.0
10156,2013-11-23 21:51:00,10.0,0.0
10158,2013-11-23 23:51:00,9.0,0.0
10160,2013-11-24 00:51:00,8.0,0.0
10161,2013-11-24 01:51:00,13.0,0.0
10162,2013-11-24 02:51:00,13.0,0.0
10163,2013-11-24 03:51:00,10.0,0.0
10164,2013-11-24 04:51:00,7.0,0.0
10165,2013-11-24 05:51:00,8.0,0.0
10166,2013-11-24 06:51:00,14.0,0.0
10167,2013-11-24 07:51:00,9.0,0.0
10168,2013-11-24 08:51:00,15.0,0.0
10169,2013-11-24 09:51:00,16.0,0.0
10170,2013-11-24 10:51:00,24.0,0.0
10171,2013-11-24 11:51:00,13.0,0.0
10172,2013-11-24 12:51:00,17.0,0.0
10173,2013-11-24 13:51:00,18.0,0.0
10174,2013-11-24 14:51:00,13.0,0.0
10175,2013-11-24 15:51:00,16.0,0.0
10176,2013-11-24 16:51:00,16.0,0.0
10177,2013-11-24 17:51:00,6.0,0.0
10178,2013-11-24 18:51:00,10.0,0.0
10179,2013-11-24 19:51:00,10.0,0.0
10180,2013-11-24 20:51:00,11.0,0.0
10181,2013-11-24 21:51:00,6.0,0.0
10182,2013-11-24 22:51:00,6.0,0.0
10183,2013-11-24 23:51:00,11.0,0.0
10185,2013-11-25 00:51:00,11.0,0.0
10186,2013-11-25 01:51:00,7.0,0.0
10187,2013-11-25 02:51:00,10.0,0.0
10188,2013-11-25 03:51:00,9.0,0.0
10189,2013-11-25 04:51:00,6.0,0.0
10191,2013-11-25 06:51:00,7.0,0.0
10192,2013-11-25 07:51:00,7.0,0.0
10193,2013-11-25 08:51:00,3.0,0.0
10194,2013-11-25 09:51:00,8.0,0.0
10195,2013-11-25 10:51:00,5.0,0.0
10196,2013-11-25 11:51:00,7.0,0.0
10197,2013-11-25 12:51:00,0.0,0.0
10198,2013-11-25 13:51:00,6.0,0.0
10199,2013-11-25 14:51:00,5.0,0.0
10200,2013-11-25 15:51:00,3.0,0.0
10201,2013-11-25 16:51:00,0.0,0.0
10202,2013-11-25 17:51:00,5.0,0.0
10203,2013-11-25 18:51:00,5.0,0.0
10204,2013-11-25 19:51:00,9.0,0.0
10205,2013-11-25 20:51:00,7.0,0.0
10208,2013-11-25 23:51:00,5.0,0.0
10210,2013-11-26 00:51:00,5.0,0.0
10212,2013-11-26 02:51:00,3.0,0.0
10213,2013-11-26 03:51:00,0.0,0.0
10214,2013-11-26 04:51:00,3.0,0.0
10215,2013-11-26 05:51:00,0.0,0.0
10216,2013-11-26 06:51:00,3.0,0.0
10217,2013-11-26 07:51:00,6.0,0.0
10218,2013-11-26 08:51:00,0.0,0.0
10219,2013-11-26 09:51:00,3.0,0.0
10220,2013-11-26 10:51:00,0.0,0.0
10221,2013-11-26 11:51:00,6.0,0.0
10222,2013-11-26 12:51:00,0.0,0.0
10223,2013-11-26 13:51:00,3.0,0.0
10224,2013-11-26 14:51:00,3.0,0.02
10225,2013-11-26 15:51:00,0.0,0.02
10226,2013-11-26 16:51:00,7.0,0.02
10227,2013-11-26 17:14:00,7.0,0.01
10228,2013-11-26 17:51:00,6.0,0.02
10229,2013-11-26 18:04:00,8.0,0.01
10230,2013-11-26 18:12:00,6.0,0.01
10231,2013-11-26 18:21:00,8.0,0.01
10232,2013-11-26 18:51:00,7.0,0.02
10233,2013-11-26 19:51:00,7.0,0.03
10234,2013-11-26 20:51:00,7.0,0.05
10235,2013-11-26 21:05:00,7.0,0.02
10236,2013-11-26 21:21:00,9.0,0.04
10237,2013-11-26 21:51:00,7.0,0.08
10238,2013-11-26 22:51:00,9.0,0.1
10239,2013-11-26 23:46:00,8.0,0.14
10240,2013-11-26 23:51:00,8.0,0.15
10242,2013-11-27 00:44:00,7.0,0.23
10243,2013-11-27 00:51:00,6.0,0.27
10244,2013-11-27 01:03:00,9.0,0.05
10245,2013-11-27 01:19:00,10.0,0.12
10246,2013-11-27 01:33:00,9.0,0.21
10248,2013-11-27 02:10:00,9.0,0.09
10249,2013-11-27 02:20:00,6.0,0.12
10251,2013-11-27 02:51:00,10.0,0.35
10252,2013-11-27 02:58:00,13.0,0.04
10253,2013-11-27 03:34:00,7.0,0.23
10254,2013-11-27 03:51:00,11.0,0.26
10255,2013-11-27 04:32:00,11.0,0.11
10256,2013-11-27 04:46:00,13.0,0.15
10257,2013-11-27 04:51:00,9.0,0.15
10258,2013-11-27 05:35:00,8.0,0.06
10260,2013-11-27 05:51:00,6.0,0.2
10261,2013-11-27 06:10:00,5.0,0.07
10262,2013-11-27 06:29:00,7.0,0.1
10264,2013-11-27 06:51:00,3.0,0.11
10265,2013-11-27 07:51:00,7.0,0.07
10267,2013-11-27 08:35:00,9.0,0.04
